word,tag
"PAVLESCU, E. 107",abbr
La 1773 scheienii arătau împăratului că... nu le mai sunt primiți copii la ucenicie.,quote
id. M. N. 80,abbr
Cu mina aceasta mi-am început ucenicia.,quote
"BOGZA, A. Î. 164",abbr
Haina cumpărată în ultimul an de ucenicie nu-i mai poate cuprinde pieptul lat.,quote
"V. ROM. martie 1954, 97",citedRange
"CIAUȘANU, V. 184",abbr
"A termina[t] fata ucenicia, a venit acasă, meseriașă de-acuma, croitoriță.",quote
"T. DIAL. M. II, 744",citedRange
P. gener.,usg
"Formare, instruire a cuiva într-un anumit domeniu.",RegDef
Făcut-am cea mai aspră și grea ucenicie.,quote
"MACEDONSKI, O. I, 3",abbr
Scrisul se învață și ceea ce pare talent nu este adese decât efectul unei ucenicii.,quote
"LOVINESCU, S. I, 145",abbr
"În anii mei de ucenicie și de luptă, lumea ispitelor... era să-mi înfățișeze... o cosiță parfumată totdeauna cu trandafiri.",quote
"GALACTION, O. 59",abbr
Am luat ucenicia militară de la început.,quote
"BRĂESCU, A.",abbr
Problema țărănimii noastre ne-a fost familiară din vremea uceniciei literare.,quote
"SADOVEANU, E. 6",abbr
"Ucenicia mi-a folosit: scăpasem de stângăcia, de sfiiciunea mea firească.",quote
"CIPRIAN, S. I, 94",abbr
"E chiar necesar să facă și o ucenicie în munca de bibliotecă, însă trebuie neapărat s-o depășească.",quote
"CĂLINESCU, C. O. 200",abbr
"Începe în anonimat o lungă și grea ucenicie, care îi va aduce totuși, în cele din urmă, adevărata glorie.",quote
"BOGZA, C O. 137",bibl
"Nu e deloc ușor să te remarci în medicină...,o ucenicie sub pulpana unui mare specialist este aproape inevitabilă.",quote
"PREDA, R. 36",abbr
Două decenii de ucenicie tăcută pot vorbi cu îndreptățire și certitudine despre ... „o carieră literară”.,quote
"V. ROM. decembrie 1970, 67",citedRange
Anii de tinerețe ai uceniciei literare.,quote
"CIOCULESCU, C. 119",abbr
Fig.,usg
Literatura italiană și-a făcut ucenicia la școala poeziei provensale.,quote
"OȚETEA, R. 196",abbr
"Știa că a fost și la ucenicie bună..., în d-ale vieții. Știa cum se mănâncă frumos.",quote
"I. M. SADOVEANU, S. 22",abbr
– Pl.:,form
ucenicii. -,hi
(regional),usg
ocenicíe,hi
"CIAUȘANU, V. 184",bibl
–,form
Ucenic,hi
-ie,hi
UCENIN,orth
s. m.,gramGrp
s. m.,MorfDef
. ucenic.,RegDef
UCENÍC,orth
"subst., s.m. și f.",gramGrp
subst.,MorfDef
S.m. și f.,MorfDef
"Persoană care primește (și continuă) învățătura cuiva; persoană care adoptă principiile, doctrina cuiva; discipol, învățăcel;",RegDef
p. ext.,usg
2,hi
1,hi
"Pavel vruindu se între întru gloată, nu-l lăsară elu ucenicii lui.",quote
COD. VOR.,citedRange
2,hi
v,hi
Destul ucenicului se fie ca dascălul.,quote
EV. SL.-ROM. 177/17,citedRange
Ucenicul ce priimeaște de la dascălul său are și el și dă altuia cuvânt desăvârșit.,quote
"CORESI, EV. 320",abbr
"Eu sânt domn și biruitoriu, iară nu slugă; învățătoriu, iară nu ucenic, eu Dumnedzău, cu putearea mea cea dumnedzăiască dzic ție.",quote
"VARLAAM, C. 53",abbr
Ucinicu,quote
(cca 1645).,bibl
"I. GHEȚIE, B. D. 288",abbr
Cela ce va sudui pre ucenic înaintea dascalu-său... suduiaște pre dascalu-său.,quote
PRAV. 238,citedRange
"Dascălul ce-ș va bate ucenicul nu să va certa ca un suduitoriu, cându-l va bate cu măsură.",quote
ib. 224,citedRange
"Pe toți îi iertă și-i deslegă, ca un ucenic adevărat al lui H[risto]s, cu al cărui trup și sânge să și pricestui.",quote
"GAVRIL, NIF. 55",abbr
"Au mărs la Ierusalim la Ammonie, ucinicul sv[â]ntului Antonie.",quote
r,hi
r,hi
r,hi
"Între dascăli și ucenici aceaea dragoste trebuiaște să fie și să rămâie, carea iaste între părinți și între feciori.",quote
"ZOBA, S. 48",abbr
Cât de multă grijă face dascălul întru învățarea ucinicului.,quote
"N. COSTIN, C. 13",abbr
"Precum se vede, nu ucinică, ce didascală alhimiștilor iaste.",quote
"CANTEMIR, IST. 45",abbr
ANON. CAR.,citedRange
"Era mitropolit țărei preasfințitul Iacov, ucenicul preasfințitului mitropolit Antonie.",quote
"CANTA,",bibl
"LET. III, 185/20",citedRange
A doua zi... vin dascălii școalilor cu ucenicii cei mai aleși; însă întâi dascalul cel mare... să închină Domnului.,quote
"GHEORGACHI, CER. (1762), 284",abbr
"Nu din pricina dascălilor, ci din două pricini s-au dovedit răsipa ucenicilor",quote
(cca 1772).,bibl
"URICARIUL, I, 70",citedRange
Țiitoare una de alta numim câte între dânsele să țin una de alta...; ucenic și dascăl.,quote
"MOLNAR, RET. 59/13",abbr
"să aibă a ajuta pe ucenicii săraci, iubitori de învățătură",quote
(a. 1793).,bibl
"URICARIUL, II, 55",citedRange
"Eder, cel dintâi și credincios ucenic lui Sulțer... două doveade aduce înainte spre adeverire.",quote
"MAIOR, IST. 193/7",abbr
El învăța pre ucenicii săi.,quote
"PETROVICI, P. 42/7",abbr
"Sfârșindu-se învățăturile..., mai mult rămânea folosit dascălul decât ucenicul.",quote
"BELDIMAN, N. P. I, 25/1",abbr
să-i învețe catechizmul pe de rost tot și să-l tălcuiască ucenicilor,quote
(a. 1820).,bibl
"IORGA, S. D. XII, 209",abbr
"Grecii s-au pus școala să ne-o strice, Între dascăli și ucenici umblă să bage price.",quote
"ZILOT, CRON. 335",abbr
"Unul au zis lui Eschim: cum așa tace, fiind ucenic al lui Socrat?",quote
"GOLESCU, S. 166",abbr
Veți afla toate învățăturile câte înțălepții da ucenicilor săi.,quote
"DRĂGHICI, R. 197/15",abbr
"Zidii școala..., în care încape o sumă de opt sute de ucenici.",quote
"GORJAN, H. II, 67/2",abbr
Acest guvernant... nu putu nimic să arate ucenicului său.,quote
"TÂMPEANUL, G. 60/8",abbr
Între ucenicii ce vor urma învățătura agriculturii să vor ținea câțiva cu cheltuiala școalei.,quote
REGUL. ORG. 390/7,citedRange
Ucenicii lui Petru Maior au răstălmăcit cuvintele dascălului.,quote
"RUSSO, S. 47",abbr
"Am avut cinste a înfățoșa... prohorisirile ucenicilor mei în istorie, citire, scriere.",quote
"NEGRUZZI, S. I, 5",abbr
"PONTBRIANT, D.",abbr
"Ucenicul lui Seneca, ridicat de mâni și de păr, se simți despărțit de pământ.",quote
"CONTEMPORANUL, VI",citedRange
1,hi
DDRF,citedRange
TDRG,citedRange
ȘĂINEANU,abbr
"Cum așa, să se tragă în degete un ucenic cu profesorul său?",quote
"SADOVEANU, O. XVII, 551",abbr
"Un învățător care-și probozește toată ziua ucenicii ajunge să-i urască și, la răndu-i, devine urât.",quote
"CĂLINESCU, C O. 152",bibl
Am fost... mai tineri puțin... și ne-am socotit ucenicii lui.,quote
"T august1964, 55",bibl
"Căci n-ați avut nici frați, nici unchi, Nici ucenici să plângă-n urmă.",quote
"VULPESCU, P. 140",abbr
Cu trecerea vremii s-a schimbat și îmbrăcămintea ucenicilor lui Hipocrate.,quote
"G. BARBU, A. V. 32",abbr
"MIHĂILĂ, Î. 148",abbr
Nu te arăta dascăl până a nu fi ucenic.,quote
"ZANNE, P. V, 643",abbr
"Dracul toate ar vrea să fie, numai ucenic nu.",quote
"id. ib. VI, 564",abbr
Mulți din ucenici întrec la învățătură pe înșiși ai lor dascăli.,quote
"I. GOLESCU, ap. ZANNE, P. VIII, 92",abbr
Fig.,usg
Și a avut Eminescu ucenici o droaie și un mare număr de admiratori cari îl cunoșteau personal.,quote
"CHENDI, S. I, 345",abbr
"(La m.; în limbajul bisericesc; și cu determinările „lui Iisus Hristos”, „lui Hristos”)",usg
Nume dat fiecăruia dintre cei doisprezece apostoli ai lui Hristos;,RegDef
p. ext.,usg
"Rădică ochii lui la ucenicii lui, grăi:... a voastră iaste împărăția lu Dumnezeu",quote
(a. 1579).,bibl
"GCR I, 19/17",citedRange
Zise Do[m]nul alor sei ucenici.,quote
EV. SL.- ROM. 174/2,citedRange
de munca lui grăiaște cătră ai săi ucenini și apostolilor.,quote
"CORESI, EV. 88",abbr
Petru apostol era tutindinea mai îndrăzneț decât alalți ucenici.,quote
id. ib. 67,abbr
"Deaca auzi H[risto]s că Lazăr s-au războlit..., zise ucinicilor săi: blamați iară în jidovi",quote
(a. 1600-1650).,bibl
"GCR I, 137/33",citedRange
H[risto]s... pace dat-au ap[osto]lilor săi și ucenicilor săi.,quote
"IEUD, 248/7",citedRange
Spune Domnul Hristos ucenicilor săi de muncile și de moartea sa.,quote
"VARLAAM, C. 55",abbr
"Fiind sară, veni oarecine, un om..., acela era ucenic lui I[i]s",quote
[us] (a. 1642).,bibl
"GCR I, 100/38",citedRange
Cine va primi pe ucenicii miei pre mine mă va priimi.,quote
"ZOBA, S. 50",abbr
D[u]mn[e]dzău au poruncit sf[i]nților săi ucenici... să propoveduiască cuvântul său.,quote
"BIBLIA (1688), [prefață] 4/55",citedRange
"Hristos ... au luat iar propovedu- itorii evanghelia ..., dzicându-le: ... „Urmați-mi mie, ucenicii mei și învățătorii lumei”.",quote
"ANTIM, P. 3",abbr
"Sfântul apostol Toma, fiind el din numărul cetei acelor 12 ucenici ai lui H[risto]s.",quote
"VARLAAM - IOASAF, 6",bibl
v,hi
Domnul... acestea le-au lăsat ucinicilor săi ca niște porunci de despărțire,quote
(sec. XVIII).,bibl
"CAT. MAN. I, 80",citedRange
"Vestitorii propoveduitori, căpeteniia ucinicilor tăi, D[oa]mne, i-ai priimit întru desfătarea bunătăților tale.",quote
"CALENDARIU (1814), 28/24",citedRange
"ALEXI, W.",abbr
"ȘĂINEANU, D. U.",abbr
"Hristos... s-a mărginit să-și trimită „ucenicii” în lume, ca să-i propovăduiască învățăturile.",quote
"NEGULESCU, F. R. 94",abbr
"MIHĂILĂ, Î. 148",abbr
"El avea numai douăsprezece lumânări, pe când sfinții ucenici și cu Domnul Hristos  făceau treisprezece.",quote
"SNOAVA, III, 501",citedRange
"Persoană (tânără) care învață meserie, lucrând sub îndrumarea unui meșter; (învechit) sodal, (regional) inaș, șăgârt.",RegDef
"Dedă lui și ucenicilor lui de să tipărească această carte, Ev[anghe]lie cu învățătură",quote
(a. 1581).,bibl
CCR 45/17,citedRange
Care ucenic va avea a se băga la meșter să aibă a veni la starostile cu stăpânul său,quote
(a. 1766).,bibl
"URICARIUL, XIV, 2",citedRange
"Am tocmit pe Todoran, feciorul lui Mihai cojocariul din Craiova, ca să slujască fără de simbrie, adecă ucenic la învățătură, patru ani",quote
(a. 1775).,bibl
"IORGA, S. D. XII, 92",abbr
Meșterii cei mari vor plăti patenta de întâia stare... Să osebesc... ucenicii numiților.,quote
REGUL. ORG. 41/12,citedRange
ISER,citedRange
POLIZU,abbr
"PONTBRIANT, D.",abbr
"Lăutarii..., nemaiavând cui să cânte bătrânele cântece, nu le-au mai spus copiilor și ucenicilor, ci le-au îngropat cu dânșii.",quote
"LAMBRIOR, S. 173",abbr
"Muia feleștiocul în strachina cu dohot și-mi trăgea un pui de răbuială ca aceea, pe la bot, de-i bufnea râsul pe toți ucenicii din ciubotărie.",quote
"CREANGĂ, A. 46",abbr
"Băiatul e ucenic, acum învață meșteșugul.",quote
"CARAGIALE, O. IV, 303",abbr
Nu era nevoie de multă școală: atât ca să-l primească ucenic.,quote
"SLAVICI, O. II, 6",abbr
Mă bag ucenic la dumneata să  mă înveți acest meșteșug.,quote
"ISPIRESCU, L. 368",abbr
DDRF,citedRange
BARCIANU,abbr
"Zăvorind ușile și obloanele [prăvăliei], ochii îi jucară în toate părțile, mustrând pe ucenici.",quote
"DELAVRANCEA, H. T. 19",abbr
"Nu e vorba aci de cuvinte dialectale sau de germanisme, luate de ucenicii români de la stăpânii lor străini, ci e vorba de întreaga mecanică a limbei.",quote
"D. ZAMFIRESCU, O. V, 450",abbr
"Câte-un ștrengar de ucenic pășea semeț, cu mâinile-n buzunar.",quote
"SANDU-ALDEA, D. P. 154",abbr
"ALEXI, W.",abbr
TDRG.,citedRange
Prăvăliile erau deschise de curând și ucenici sprinteni se iveau pe-o clipă în uși.,quote
"AGÂRBICEANU, A. 59",abbr
Ca să-și încerce,quote
"ucenicu, hoțu ăl mare l-a trimis îndată să-i fure o găină din sat.",bibl
"LUNGIANU, C. 62",abbr
"ȘĂINEANU, D. U.",abbr
"n jurul meu roia lume indiferentă:... gospodine ce se întorceau din piață, ucenici de tot felul.",quote
"BRĂESCU, O. A. II, 124",abbr
"Eram pus să curăț și atelierul, împreună cu ucenicii.",quote
"VLASIU, A. P. 363",abbr
M-am ridicat și eu ca ucenic la un meșter.,quote
"SADOVEANU, O. V, 509",abbr
Frizeria era plină... Ucenicii și calfele asudau lucrând.,quote
"BART, E. 262",abbr
Ucenicul era viitorul țehului și în el se oglindea trecutul tuturora.,quote
"PAVLESCU, M. N. 146",abbr
"Câteva școale noi de ucenici, afectate fabricilor mari, ajută la pregătirea muncitorilor calificați.",quote
"IONESCU-MUSCEL, ȚES. 30",abbr
"Lucrau la cojoace patru calfe și ucenici, sub supravegherea unui meșter cărunt.",quote
"C. PETRESCU, A. R. 53",abbr
"Cu șaisprezece ani în urmă lucrasem ca lăcătuși în același atelier: eu ucenic, el calfă.",quote
V. ROM.,citedRange
Avea doi lucrători buni și trei ucenici.,quote
"PREDA, M. 117",abbr
"Erau cu totul patru femei și doi bărbați din care unul foarte tânăr, pesemne un ucenic.",quote
V. ROM.,citedRange
"Un ucenic [al argintarului] d-abia izbuti a ieși pe fereastră, dete fuga după unchiaș și mătușe",quote
(a. 1872).,bibl
"POP., ap. GCR II, 356",abbr
"MIHĂILĂ, Î. 148",abbr
"SBIERA, P. 248",abbr
Calfa... l-o pus să cerceteze pe ceilalți ucenici.,quote
"VASILIU, P. L. 36",abbr
"Plătește la clopotari, Să tragă clopote mari; Plătește la ușânici, Să tragă clopote mici.",quote
"PAMFILE, C. Ț. 66",abbr
"CIAUȘANU, V. 184",abbr
"ALR II 3642/192, 414, 531, 537, 605, 762, 848, 899",citedRange
ALR SN II h 500,citedRange
ALRM SN I h 32,citedRange
ALR,citedRange
"T. DIAL.M. I, 103",citedRange
"Un cojocar se dusese cu un ucenic al său, ca să îmblănească niște scurteici.",quote
"SNOAVA, I, 181",citedRange
(Cu determinări care precizează meseria),usg
Ucenic la moară.,quote
LB,bibl
Ucenic de bucătărie.,quote
POLIZU,abbr
Știa băiatul destulă carte ca să fie ucenic de cojocărie.,quote
"SLAVICI, O. II, 18",abbr
"Ucenic la un iconar, care după câțiva ani încearcă el însuși a face icoane",quote
(a. 1896).,bibl
"PLR I, 456",citedRange
Ucenic viticol.,quote
NOM. PROF. 13,citedRange
Alecuț mă sfătuiește să intru ucenic lăcătuș.,quote
"SADOVEANU, O. XVII, 566",abbr
Ne-a arătat cum fluieră aria Leonorei din Trubadur un ucenic de cizmar.,quote
"PUȘCARIU, M. 254",abbr
Un ucenic de la tipografie trece cu sulul de hârtii.,quote
"BOTTA, S. III, 111",abbr
"Slujise, biet,... Ucenic la ciobănie Din mica-i copilărie.",quote
"TEODORESCU, P. P. 17",abbr
(Depreciativ),usg
"Meșter prost, a g e a m i u; diletant.",RegDef
Cf.,bibl
POLIZU,abbr
"CIAUȘANU, V. 184",abbr
Novice (la mănăstire).,RegDef
Un stariț au trimis pre u[n] călugăraș mic ucenic al său la u[n] frate,quote
(a. 1808).,bibl
"GCR II, 200/2",citedRange
"Mai mult de jumătate din aceste mirese ale Domnului crescuseră, ucenice, în casa maicei Rahila.",quote
"GALACTION, O. 316",abbr
"Funcții în organizarea bisericii:... stareț, monah... frate, soră, ucenic, schivnic.",quote
NOM. PROF. 73,citedRange
Fig.,usg
Începător într-o activitate.,RegDef
Studenți cari trândăveau în cafenele și berării; ucenici în arta paletei.,quote
"SANDU-ALDEA, D. N. 43",abbr
"Nu-i plăcea să se simtă dominat și călăuzit ca un ucenic, la vîrsta lui - fie chiar și de fostul său profesor.",quote
"VINEA, L. I, 375",abbr
Eu n-am fost niciodată ucenic; Dintru-nceput deplin maestru... numa.,quote
"VOICULESCU, POEZII, II, 280",abbr
Ucenicul vrăjitor,hi
"Tehnica modernă este o mașină infernală, pe care ucenicul vrăjitor nu mai știe s-o controleze.",quote
"H. LOVINESCU, T. 154",abbr
"Vai mie, Ucenic vrăjitor, Sărăcuț cupar Ce în cupe torn Nopți de chihlimbar.",quote
"BOTTA, S. II, 62",abbr
S.m.,MorfDef
(Regional),usg
"Dispozitiv care servește la fixarea unei bucăți de lemn sau a unei scânduri late, în timpul lucrului, pentru a fi prelucrată de tâmplar (Izvorul Alb - Piatra Neamț).",RegDef
GLOSAR REG.,citedRange
– Pl.:,form
"ucenici, -ce. -",hi
(învechit și regional),usg
"uciníc, -ă, ociníc, -ă",hi
"IORGA, S. D. XIII, 108, ALR II 3 642/605, 762, 899, ALR SN II h 50",bibl
"oceníc, -ă",hi
"CIAUȘANU, V. 184, ALR II 3 642/848, ALR SN II h 50",bibl
ucenín,hi
– Din slavonul,form
o ü k e n i c\,term
UCENÍȚĂ,orth
s.f.,gramGrp
s.f.,MorfDef
(Învechit),usg
Ucenică,RegDef
(I 1),hi
Aceea este fiică și uceniță fiului lui Dumnezeu.,quote
"NEAGOE, ÎNV. 273/22",abbr
Aceasta... fu uceniță sv[â]ntului Pavel apostol.,quote
v,hi
v,hi
Să mărturisi sv[â]nta Sevastiani uciniță sv[â]ntului apostol Pavel.,quote
id. ib.,abbr
Mărturisind sf[â]nta că au fost uceniță apostolului Pavel și s-au botezat de dânsul.,quote
v1,hi
v1,hi
LB,citedRange
LM,citedRange
"IORDAN, L. R. A. 186",abbr
Fig.,usg
"Iară satana juca și se arătă aceștii feate fără de rușine... O, turbarea și pohta spurcată a aceii doamne! Ce cerea, făcu Irod uceniței diavolului.",quote
"CORESI, EV. 546",abbr
– Pl.:,form
ucenițe,hi
"(învechit, rar)",usg
uciníță,hi
– Din slavonul,form
UNKNOWN,hi
UCIDĂTOR,orth
s. m. și f,gramGrp
s. m. și f,MorfDef
. ucigător.,RegDef
UCIGA,orth
vb. I,gramGrp
vb. I,MorfDef
v. ucide.,RegDef
UCIGARIE,orth
s. f.,gramGrp
s. f.,MorfDef
"(Învechit, neobişnuit)",usg
Omor,RegDef
(1),hi
"Ucigării, vânzări, tirănia,... Și pe rând faptele rele toate Mai vârtos ce trag spre bogătate.",quote
"BUDAI-DELEANU, Ţ. 223.",abbr
- Pl:,form
ucigării,hi
cig (prez. ind. al lui,form
ucide,hi
-ărie.,hi
UCIGÁIE,orth
s.f.,gramGrp
s.f.,MorfDef
(Regional; în imprecații),usg
"Nume care se dă diavolului. Ucigă-te ucigăile, prostule!",RegDef
"VASILIU, P. L. 31",abbr
"UDRESCU, GL.",abbr
(Prin nord-vestul Munt.),usg
Epitet dat unei persoane nesuferite; pocitură,RegDef
1,hi
2,hi
2,hi
Cf.,bibl
"UDRESCU, GL.",abbr
"(Pus înaintea termenului calificat, de care se leagă prin prepoziția „de”)",usg
O ucigaie de copil.,quote
"UDRESCU, GL.",abbr
Ucigăile-alea de fete au uitat să mai vie acasă.,quote
id. ib.,abbr
– Pl.:,form
ucigăi,hi
–,form
Ucigă,hi
-l,hi
-aie,hi
UCIGÁN,orth
s.m.,gramGrp
s.m.,MorfDef
(Regional),usg
Nume care se dă diavolului.,RegDef
Cf.,bibl
TDRG.,citedRange
"Doamne, femeie, ce-ți pui tu mintea cu uciganul.",quote
"PAMFILE, D. 100",abbr
CADE,citedRange
"CANDREA, F. 115",abbr
Nu-i alt chip... decât să-l trimeață la moara uciganilor.,quote
"SEVASTOS, P. 31",abbr
Prăpastia ceea era hotarul între împărăția uciganilor și împărăția zmeilor.,quote
id. ib. 202,abbr
"I. CR. III, 273",citedRange
"Și s-au apucat ei de lucru și s-au rugat zi și noapte, un an încheiat, în numele uciganului.",quote
"FURTUNĂ, V. 10",abbr
"SNOAVA, II, 146",citedRange
– Pl.:,form
ucigani,hi
-,form
Ucigă[-l],hi
-an,hi
UCIGÁȘ,orth
"s.m. și f., adj.",gramGrp
"s.m. și f., adj.",MorfDef
S.m. și f.,MorfDef
Persoană care a ucis,RegDef
(1,hi
"Împăratul, deacă audzi, să mănie și tremise oastea sa de pierdu ucigașii aceia.",quote
"VARLAAM, C. 230",abbr
"Sosiră și lideni[i], aducând trupul mortului, și din-napoi vinea ocigașul.",quote
HERODOT,citedRange
2,hi
"Deci pre Astiiag, ucigașul tău, să-l răscumperi.",quote
id. 51,bibl
"Cela ce-ș va zăloji casa lui la om ucigătoriu, pentru să puie ucigași",quote
(a l e ș i,usg
MOLD,bibl
PRAV. 310,citedRange
Să fugă acolo ucigașul.,quote
BIBLIA,citedRange
TDRG.,citedRange
Da-ți-voi loc unde va fugi acolo ucigașul (ucigașul,quote
"ms. 45, c e l a c e l-a u u c i s ms. 4 389).",bibl
BIBLIA,citedRange
2,hi
Porunci judecătoriul să-l puie în țapă... Așa au plătit Dumnezău ucigașului aceluia,quote
(a. 1691).,bibl
"GCR I, 294/28",citedRange
Să se ducă la Poartă să pârască pă Constantin Vodă Cantemir de rău și de ucigaș de oameni.,quote
IST. Ț. R. 36,citedRange
"Să izvodiră... învrăjbitori..., ucigaș[i] carii ucidea pre cei ce iubiia pacea și odihna.",quote
"N. COSTIN, C. 31",abbr
"Deaca văzură barbarii spânzurând jugania de mâna lui, zicea unul cătră altul: cu adevărat ucigaș iaste omul acesta",quote
(a. 1703).,bibl
"GCR I, 349/32",citedRange
"Puindu-l domniia în temniță și scoțându-l la divan, au vrut să-l piardză ca pre un ucigaș",quote
(a. 1736).,bibl
"IORGA, S. D. V, 106",abbr
Pre ucigașii aceluia și a celor dimpreună cu dânsul îi va pedepsi.,quote
r,hi
r,hi
"Hotărindu-l boierii de moarte cu anafora, ca pe un ucigaș de oameni, l-au pus iară la închisoare",quote
(sfârșitul sec. XVIII).,bibl
"LET. III, 255/20",citedRange
"Ucigașii oriunde se vor afla, să se trimeată de cătră ispravnicul ținutului cu faptele lor în scris",quote
(a. 1776).,bibl
"URICARIUL, XIX, 347",citedRange
Ahileu... au strâgat: arme! ca să alergi să îmblânzască sângile ucigașului sufletul unui prieten,quote
(a. 1802).,bibl
"GCR II, 196/18",citedRange
Păntru tâlhari și ucigași ce-oi zice? Aceste pă câmpuri trași în țapă.,quote
"BUDAI-DELEANU, Ț. 317",abbr
Aliații se-ngroziră de vederea acestui ucigaș.,quote
"PLEȘOIANU, T. IV, 70/14",abbr
"De-l vom pârî de ucigaș, trebuie iarăși să-l dovedim de învierșunat, iute, răzbunător.",quote
"MARCOVICI, în RET. ROM. 107",citedRange
Mai bucuros voi a muri în lanțuri decât să mă fac ucigaș.,quote
"MOZAICUL (1838), 108/1",citedRange
"Te-am lăsat, maică, pre tine! Ucigaș luai cu mine.",quote
"BĂRAC, A. 65/24",abbr
"Nebunii cu ucigașii, în adânca lor beție, Au doar n-au năzăritură de cinste cu-nțelepție?",quote
"CONACHI, P. 285",abbr
"În minutul acesta, vei alege... sau a mă avea ginere, sau ucigaș!",quote
PR. DRAM. 201,citedRange
Ai plătit ucigași ca să-ți omoare împotrivitorii.,quote
2,hi
2,hi
"Cu câtă delicateță te-ai purtat cătră Chirculescu, pe care lumea îl crede de ucigaș.",quote
"BARIȚ, I, 308",citedRange
Pe ucigașu-mi îl iert!,quote
"CREȚEANU, M. 95/24",abbr
O îmbrâncătură aruncă pe ucigaș pe o canapea.,quote
"NEGRUZZI, S. I, 21",abbr
POLIZU,abbr
Ucigașul fără voie.,quote
"ALEXANDRESCU, O. I, 89",abbr
"PONTBRIANT, D.",abbr
"Îmi tremură mâna, ca și când, prin descrierea crimelor, aș resimți eu, în locul ucizașilor, remușcările conștiinței!",quote
"HASDEU, I. V. 175",abbr
"Te-aș ucide, de-aș fi un ucigaș!",quote
"ALECSANDRI, T. II, 186",abbr
Strigă cu groază:- Ucigaș!... Fugi!,quote
"GRANDEA, S. 298",abbr
"Cum poți, tirane, ca să-mi spui să iau Pe ucigașul părintelui copiilor mei.",quote
"EMINESCU, O. VIII, 213",abbr
Ucigașii tinerimii sunt notați și nu vor scăpa de răspundere.,quote
"CARAGIALE, O. I, 249",abbr
"Ghiță tresări, cuprins de spaima ucigașului prins asupra faptei.",quote
"SLAVICI, O. I, 184",abbr
"Păcătoasă societate, în care ucigașii sunt plătiți cu slujbe și cinste.",quote
"BACALBAȘA, S. A. I, 188",abbr
DDRF,citedRange
BARCIANU,abbr
Ah! tâlhari! Ucigași prea mici la suflet pentru drumurile mari! Hai! Scoateți-vă cuțitul.,quote
"DAVILA, V. V. 50",abbr
"ALEXI, W.",abbr
"Și-a luat pedeapsa de moarte, murind nu ca un ucigaș ordinar..., ci ca un ideal al tinerimei.",quote
"CHENDI, S. I, 276",abbr
TDRG.,citedRange
Aruncă celor care fac haz priviri de ucigaș peste ochelari.,quote
"BRĂTESCU-VOINEȘTI, P. 222",abbr
Perfidul ucigaș al lui Cotys... pune mâna pe stăpânirea întregii Thracii.,quote
"PÂRVAN, G. 101",abbr
"PASCU, S. 348",abbr
"ȘĂINEANU, D. U.",abbr
"Ucigașul, ca să-și ispășească păcatul, se pune pe muncă.",quote
"CARTOJAN, C. P. I, 129",abbr
"Dar ce nefericire mai mare e, decât Să mori, ca ucigașii, cu funia de gât?",quote
"EFTIMIU, C. 66",abbr
Ucigașul l-a lovit și i-a smuls banii.,quote
"SADOVEANU, O. X, 637",abbr
Trecând în revistă cu o luciditate de ucigaș în preajma loviturii diversele faze ale acțiunii.,quote
"MIHĂESCU, D. A. 126",abbr
N-ar putea-o iubi știind-o ucigașă.,quote
"CĂLINESCU, O. XII, 135",abbr
Ca un ucigaș ce-astupă cu năframa O gură învinsă închid cu pumnul toate izvoarele.,quote
"BLAGA, POEZII, 83",abbr
Uită-te în oglindă: arăți ca un ucigaș prins asupra faptului.,quote
"VINEA, L. II, 40",abbr
"Bătrânii... le arătau odaia doar prin geam, de frică să nu fie hoți sau ucigași.",quote
"DEMETRIUS, A. 59",abbr
Cam mulți ucigași pentru niște bieți oameni fără apărare.,quote
"H. LOVINESCU, T. 343",abbr
Să se adune oameni ca să-i pună pe goană pe ucigași.,quote
V. ROM.,citedRange
"Ieși femeia cea sumeață, ucigașa copilului său, în calea soarelui.",quote
"RETEGANUL, P. IV, 6",abbr
"Ca din pământ, ies patru paznici ai legii..., pun mâna pe ucigaș... și-l duc la pușcărie.",quote
"RĂDULESCU-CODIN, Î. 118",abbr
Fig.,usg
"Puneți mâna pe Ucigașul Arborilor, - El scapă cuțitul în șipotul lunii Și fuge și plânge.",quote
"VINEA, O. I, 102",abbr
"Craiul Amurg, ucigașul arborilor, a scăldat câmpia într-o baie de sânge.",quote
"BOTTA, S. I, 107",abbr
(Art.; prin nord-vestul Munt.),usg
Nume care se dă unor fiare sălbatice (mai ales lupului).,RegDef
Cf.,bibl
"UDRESCU, GL.",abbr
Ucigașul mi-a spârcâit două oi.,quote
id. ib.,abbr
S.m. art.,MorfDef
(Regional),usg
Nume care se dă diavolului.,RegDef
Acum ucigașul peste tine împărățește,quote
(cca 1720). ap.,bibl
"PAMFILE, D. 7",abbr
Cătă la dobitoace și găsi unele mai pocite decât ucigașul.,quote
ALAS 15,citedRange
"CANDREA, F. 115",abbr
Brezaia-i chipul ucigașului.,quote
"PAMFILE, CR. 178",abbr
ib. 616/180,citedRange
(În imprecații),usg
"Lua-l-ar ucigașu să-l ia, că mi-a mâncat sufletul!",quote
"UDRESCU, GL.",abbr
Ucigașul-,hi
cel-mare =,hi
Scaraoțchi.,RegDef
"Ucigașul-cel-mare, adică Scaraoschi, era închis în casele lui Ion Siriton, legat în lanțuri.",quote
"FURTUNĂ, C. 51",abbr
(Prin nord-vestul Munt.),usg
