word,tag
pe,quote
ucigaș,quote
pe,quote
o,quote
canapea.,quote
"NEGRUZZI,",abbr
S.,abbr
"I,",abbr
21,abbr
POLIZU,abbr
Ucigașul,quote
fără,quote
voie.,quote
"ALEXANDRESCU,",abbr
O.,abbr
"I,",abbr
89,abbr
"PONTBRIANT,",abbr
D.,abbr
Îmi,quote
tremură,quote
"mâna,",quote
ca,quote
și,quote
"când,",quote
prin,quote
descrierea,quote
"crimelor,",quote
aș,quote
resimți,quote
"eu,",quote
în,quote
locul,quote
"ucizașilor,",quote
remușcările,quote
conștiinței!,quote
"HASDEU,",abbr
I.,abbr
V.,abbr
175,abbr
Te-aș,quote
"ucide,",quote
de-aș,quote
fi,quote
un,quote
ucigaș!,quote
"ALECSANDRI,",abbr
T.,abbr
"II,",abbr
186,abbr
Strigă,quote
cu,quote
groază:-,quote
Ucigaș!...,quote
Fugi!,quote
"GRANDEA,",abbr
S.,abbr
298,abbr
Cum,quote
"poți,",quote
"tirane,",quote
ca,quote
să-mi,quote
spui,quote
să,quote
iau,quote
Pe,quote
ucigașul,quote
părintelui,quote
copiilor,quote
mei.,quote
"EMINESCU,",abbr
O.,abbr
"VIII,",abbr
213,abbr
Ucigașii,quote
tinerimii,quote
sunt,quote
notați,quote
și,quote
nu,quote
vor,quote
scăpa,quote
de,quote
răspundere.,quote
"CARAGIALE,",abbr
O.,abbr
"I,",abbr
249,abbr
Ghiță,quote
"tresări,",quote
cuprins,quote
de,quote
spaima,quote
ucigașului,quote
prins,quote
asupra,quote
faptei.,quote
"SLAVICI,",abbr
O.,abbr
"I,",abbr
184,abbr
Păcătoasă,quote
"societate,",quote
în,quote
care,quote
ucigașii,quote
sunt,quote
plătiți,quote
cu,quote
slujbe,quote
și,quote
cinste.,quote
"BACALBAȘA,",abbr
S.,abbr
A.,abbr
"I,",abbr
188,abbr
DDRF,citedRange
BARCIANU,abbr
Ah!,quote
tâlhari!,quote
Ucigași,quote
prea,quote
mici,quote
la,quote
suflet,quote
pentru,quote
drumurile,quote
mari!,quote
Hai!,quote
Scoateți-vă,quote
cuțitul.,quote
"DAVILA,",abbr
V.,abbr
V.,abbr
50,abbr
"ALEXI,",abbr
W.,abbr
Și-a,quote
luat,quote
pedeapsa,quote
de,quote
"moarte,",quote
murind,quote
nu,quote
ca,quote
un,quote
ucigaș,quote
"ordinar...,",quote
ci,quote
ca,quote
un,quote
ideal,quote
al,quote
tinerimei.,quote
"CHENDI,",abbr
S.,abbr
"I,",abbr
276,abbr
TDRG.,citedRange
Aruncă,quote
celor,quote
care,quote
fac,quote
haz,quote
priviri,quote
de,quote
ucigaș,quote
peste,quote
ochelari.,quote
"BRĂTESCU-VOINEȘTI,",abbr
P.,abbr
222,abbr
Perfidul,quote
ucigaș,quote
al,quote
lui,quote
Cotys...,quote
pune,quote
mâna,quote
pe,quote
stăpânirea,quote
întregii,quote
Thracii.,quote
"PÂRVAN,",abbr
G.,abbr
101,abbr
"PASCU,",abbr
S.,abbr
348,abbr
"ȘĂINEANU,",abbr
D.,abbr
U.,abbr
"Ucigașul,",quote
ca,quote
să-și,quote
ispășească,quote
"păcatul,",quote
se,quote
pune,quote
pe,quote
muncă.,quote
"CARTOJAN,",abbr
C.,abbr
P.,abbr
"I,",abbr
129,abbr
Dar,quote
ce,quote
nefericire,quote
mai,quote
mare,quote
"e,",quote
decât,quote
Să,quote
"mori,",quote
ca,quote
"ucigașii,",quote
cu,quote
funia,quote
de,quote
gât?,quote
"EFTIMIU,",abbr
C.,abbr
66,abbr
Ucigașul,quote
l-a,quote
lovit,quote
și,quote
i-a,quote
smuls,quote
banii.,quote
"SADOVEANU,",abbr
O.,abbr
"X,",abbr
637,abbr
Trecând,quote
în,quote
revistă,quote
cu,quote
o,quote
luciditate,quote
de,quote
ucigaș,quote
în,quote
preajma,quote
loviturii,quote
diversele,quote
faze,quote
ale,quote
acțiunii.,quote
"MIHĂESCU,",abbr
D.,abbr
A.,abbr
126,abbr
N-ar,quote
putea-o,quote
iubi,quote
știind-o,quote
ucigașă.,quote
"CĂLINESCU,",abbr
O.,abbr
"XII,",abbr
135,abbr
Ca,quote
un,quote
ucigaș,quote
ce-astupă,quote
cu,quote
năframa,quote
O,quote
gură,quote
învinsă,quote
închid,quote
cu,quote
pumnul,quote
toate,quote
izvoarele.,quote
"BLAGA,",abbr
"POEZII,",abbr
83,abbr
Uită-te,quote
în,quote
oglindă:,quote
arăți,quote
ca,quote
un,quote
ucigaș,quote
prins,quote
asupra,quote
faptului.,quote
"VINEA,",abbr
L.,abbr
"II,",abbr
40,abbr
Bătrânii...,quote
le,quote
arătau,quote
odaia,quote
doar,quote
prin,quote
"geam,",quote
de,quote
frică,quote
să,quote
nu,quote
fie,quote
hoți,quote
sau,quote
ucigași.,quote
"DEMETRIUS,",abbr
A.,abbr
59,abbr
Cam,quote
mulți,quote
ucigași,quote
pentru,quote
niște,quote
bieți,quote
oameni,quote
fără,quote
apărare.,quote
H.,abbr
"LOVINESCU,",abbr
T.,abbr
343,abbr
Să,quote
se,quote
adune,quote
oameni,quote
ca,quote
să-i,quote
pună,quote
pe,quote
goană,quote
pe,quote
ucigași.,quote
V.,citedRange
ROM.,citedRange
Ieși,quote
femeia,quote
cea,quote
"sumeață,",quote
ucigașa,quote
copilului,quote
"său,",quote
în,quote
calea,quote
soarelui.,quote
"RETEGANUL,",abbr
P.,abbr
"IV,",abbr
6,abbr
Ca,quote
din,quote
"pământ,",quote
ies,quote
patru,quote
paznici,quote
ai,quote
"legii...,",quote
pun,quote
mâna,quote
pe,quote
ucigaș...,quote
și-l,quote
duc,quote
la,quote
pușcărie.,quote
"RĂDULESCU-CODIN,",abbr
Î.,abbr
118,abbr
Fig.,usg
Puneți,quote
mâna,quote
pe,quote
Ucigașul,quote
"Arborilor,",quote
-,quote
El,quote
scapă,quote
cuțitul,quote
în,quote
șipotul,quote
lunii,quote
Și,quote
fuge,quote
și,quote
plânge.,quote
"VINEA,",abbr
O.,abbr
"I,",abbr
102,abbr
Craiul,quote
"Amurg,",quote
ucigașul,quote
"arborilor,",quote
a,quote
scăldat,quote
câmpia,quote
într-o,quote
baie,quote
de,quote
sânge.,quote
"BOTTA,",abbr
S.,abbr
"I,",abbr
107,abbr
(Art.;,usg
prin,usg
nord-vestul,usg
Munt.),usg
Nume,RegDef
care,RegDef
se,RegDef
dă,RegDef
unor,RegDef
fiare,RegDef
sălbatice,RegDef
(mai,RegDef
ales,RegDef
lupului).,RegDef
Cf.,bibl
"UDRESCU,",abbr
GL.,abbr
Ucigașul,quote
mi-a,quote
spârcâit,quote
două,quote
oi.,quote
id.,abbr
ib.,abbr
S.m.,MorfDef
art.,MorfDef
(Regional),usg
Nume,RegDef
care,RegDef
se,RegDef
dă,RegDef
diavolului.,RegDef
Acum,quote
ucigașul,quote
peste,quote
tine,quote
împărățește,quote
(cca,bibl
1720).,bibl
ap.,bibl
"PAMFILE,",abbr
D.,abbr
7,abbr
Cătă,quote
la,quote
dobitoace,quote
și,quote
găsi,quote
unele,quote
mai,quote
pocite,quote
decât,quote
ucigașul.,quote
ALAS,citedRange
15,citedRange
"CANDREA,",abbr
F.,abbr
115,abbr
Brezaia-i,quote
chipul,quote
ucigașului.,quote
"PAMFILE,",abbr
CR.,abbr
178,abbr
ib.,citedRange
616/180,citedRange
(În,usg
imprecații),usg
Lua-l-ar,quote
ucigașu,quote
să-l,quote
"ia,",quote
că,quote
mi-a,quote
mâncat,quote
sufletul!,quote
"UDRESCU,",abbr
GL.,abbr
Ucigașul-,hi
cel-mare,hi
=,hi
Scaraoțchi.,RegDef
"Ucigașul-cel-mare,",quote
adică,quote
"Scaraoschi,",quote
era,quote
închis,quote
în,quote
casele,quote
lui,quote
Ion,quote
"Siriton,",quote
legat,quote
în,quote
lanțuri.,quote
"FURTUNĂ,",abbr
C.,abbr
51,abbr
(Prin,usg
nord-vestul,usg
Munt.),usg
Epitet,RegDef
pentru,RegDef
o,RegDef
persoană,RegDef
"urâcioasă,",RegDef
nesuferită.,RegDef
Cf.,bibl
"UDRESCU,",abbr
GL.,abbr
Ucigașu-ăla,quote
mi-a,quote
speriat,quote
copilul!,quote
id.,abbr
ib.,abbr
Adj.,MorfDef
Care,RegDef
ucide,RegDef
(1,hi
1,hi
Avea,quote
năravul,quote
"dracului,",quote
"ucigașu,",quote
"sireap,",quote
"mânios,",quote
"gustăreț,",quote
"bețiv,...",quote
rău,quote
de,quote
totu.,quote
"MOXA,",citedRange
364/37,citedRange
Avea,quote
viață,quote
spurcată,quote
și,quote
nărav,quote
sireap,quote
și,quote
"ucigașu,",quote
și,quote
siliia,quote
fete.,quote
r,hi
r,hi
Oameni,quote
răi,quote
și,quote
ucigași,quote
(cea,bibl
1650-1670).,bibl
GCR,citedRange
"I,",citedRange
235/30,citedRange
Această,quote
stricătoare,quote
de,quote
tinerime,quote
și,quote
ucigașă,quote
de,quote
bătrâni,quote
boală,quote
atâta,quote
s-au,quote
lățit,quote
pre,quote
"pământ,",quote
cât...,quote
nu,quote
vom,quote
găsi,quote
mulți,quote
carii,quote
să,quote
nu,quote
o,quote
aibă.,quote
DIETET.,citedRange
115/25,citedRange
Basta,quote
socoti,quote
în,quote
sine,quote
să,quote
nu,quote
mai,quote
prelungească,quote
fapta,quote
aceea,quote
ucigașă,quote
ce,quote
o,quote
purta,quote
în,quote
inimă.,quote
F.,abbr
"AARON,",abbr
I.,abbr
"II,",abbr
314/5,abbr
Consulul,quote
n-are,quote
drept,quote
a,quote
se,quote
amesteca,quote
într-o,quote
întâmplare,quote
ucigașe.,quote
MOZAICUL,citedRange
"(1838),",citedRange
282/15,citedRange
Apucă,quote
un,quote
"pistol,",quote
.,quote
.,quote
.,quote
se,quote
puse,quote
pe,quote
gânduri,quote
privind,quote
unealta,quote
ucigașă.,quote
"NEGRUZZI,",abbr
S.,abbr
"I,",abbr
79,abbr
În,quote
spate,quote
galii,quote
poartă,quote
piei,quote
grele,quote
și,quote
flocoase!,quote
Desprețuind,quote
a,quote
lancei,quote
împungeri,quote
ucigașe.,quote
id.,abbr
ib.,abbr
"II,",abbr
83,abbr
Toate,quote
le,quote
putea,quote
învăța,quote
Laurent,quote
de,quote
la,quote
ilustrul,quote
secretar,quote
florentin.,quote
.,quote
.,quote
"toate,",quote
afară,quote
de,quote
una:,quote
cum,quote
să-,quote
și,quote
apere,quote
viața,quote
de,quote
mâna,quote
ucigașă.,quote
"CARAGIALE,",abbr
O.,abbr
"IV,",abbr
47,abbr
El,quote
însuși,quote
fu,quote
dus,quote
de,quote
curtea,quote
ucigașă,quote
și,quote
de,quote
doamna,quote
sa.,quote
.,quote
.,quote
la,quote
Putna.,quote
"IORGA,",abbr
C.,abbr
I.,abbr
"I,",abbr
36,abbr
Copii,quote
morți,quote
nebotezați,quote
și.,quote
.,quote
.,quote
femei,quote
ucigașe,quote
de,quote
prunci.,quote
"LUNGIANU,",abbr
CL.,abbr
160,abbr
"ȘĂINEANU,",abbr
D.,abbr
U.,abbr
Impulsul,quote
ucigaș,quote
se,quote
transmite,quote
ereditar.,quote
"MANIU,",abbr
V.,abbr
P.,abbr
187,abbr
Nu,quote
avea,quote
nici,quote
o,quote
"hotărâre,",quote
nici,quote
un,quote
gând,quote
"ucigaș,",quote
nimic.,quote
"SADOVEANU,",abbr
O.,abbr
"I,",abbr
438,abbr
"Magdalina,",quote
care,quote
e,quote
un,quote
instrument,quote
fără,quote
"voință,",quote
face,quote
gestul,quote
ucigaș.,quote
"CĂLINESCU,",abbr
O.,abbr
"XII,",abbr
135,abbr
Chiar,quote
bătăile,quote
dintre,quote
ei,quote
erau,quote
mai,quote
mult,quote
spectaculoase,quote
decât,quote
ucigașe.,quote
CAMIL,abbr
"PETRESCU,",abbr
O.,abbr
"II,",abbr
49,abbr
Citi,quote
în,quote
ochii,quote
lui,quote
o,quote
pornire,quote
ucigașă.,quote
"VINEA,",abbr
L.,abbr
"II,",abbr
60,abbr
Era,quote
ca,quote
o,quote
pasăre,quote
"ucigașă,",quote
foarte,quote
dotată,quote
și,quote
vicleană.,quote
"PREDA,",abbr
DELIR.,abbr
312,abbr
După,quote
trecerea,quote
ucigașelor,quote
"epidemii,",quote
rămâneau,quote
focare,quote
"răzlețe,",quote
mocnind,quote
multă,quote
vreme.,quote
G.,abbr
"BARBU,",abbr
A.,abbr
V.,abbr
73,abbr
Li,quote
se,quote
părea,quote
că,quote
s-a,quote
pogorât,quote
Dumnezeu,quote
și,quote
i-a,quote
mântuit,quote
din,quote
mâna,quote
cea,quote
ucigașă.,quote
FURTUNĂ,bibl
V.,bibl
85,bibl
Fig.,usg
Și,quote
gropițe,quote
face-n,quote
unghiul,quote
ucigașei,quote
sale,quote
guri.,quote
"EMINESCU,",abbr
O.,abbr
"I,",abbr
159,abbr
Aceeași,quote
căldură,quote
"ucigașă,",quote
același,quote
aer,quote
năbușitor.,quote
"VLAHUȚĂ,",abbr
S.,abbr
A.,abbr
"II,",abbr
228,abbr
Cei,quote
doi,quote
ochi,quote
de,quote
"colo...,",quote
așa,quote
de,quote
ucigași,quote
și,quote
plini,quote
de,quote
"păcate...,",quote
nu,quote
puteau,quote
ei,quote
să,quote
fie,quote
nevinovați.,quote
"HOGAȘ,",abbr
H.,abbr
81,abbr
Plătește,quote
cel,quote
mai,quote
ieftin,quote
și,quote
mai,quote
ucigaș,quote
rachiu.,quote
C.,abbr
"PETRESCU,",abbr
Î.,abbr
"II,",abbr
229,abbr
Cine-a,quote
rostit,quote
vorba,quote
ucigașă?,quote
"PILLAT,",abbr
P.,abbr
153,abbr
Vorbele,quote
sunt,quote
și,quote
ele,quote
prea,quote
adesea,quote
ucigașe.,quote
"CĂLINESCU,",abbr
C.,abbr
O.,abbr
91,abbr
Îl,quote
fulgeră,quote
cu,quote
o,quote
căutătură,quote
ucigașă.,quote
"VINEA,",abbr
L.,abbr
"I,",abbr
404,abbr
Ultima-i,quote
ispită,quote
ucigașă.,quote
"VULPESCU,",abbr
P.,abbr
27,abbr
Ură,quote
de,quote
moarte,quote
vom,quote
bea,quote
până-n,quote
zori.,quote
Iar,quote
beția,quote
noastră,quote
ucigașă,quote
o,quote
să,quote
fie,quote
Ca,quote
purpura,quote
regilor,quote
visători.,quote
"DOINAȘ,",abbr
A.,abbr
P.,abbr
28,abbr
–,form
Pl.:,form
"ucigași,",hi
-e,hi
"(învechit,",usg
rar),usg
"ocigáș,",hi
-ă,hi
"ucizáș,",hi
-ă,hi
–,form
Ucig,hi
ucide),hi
+,hi
-aș,hi
UCIGĂTURĂ,orth
s.,gramGrp
f.,gramGrp
s.,MorfDef
f.,MorfDef
(Învechit),usg
Omor,RegDef
(1),hi
"CADE,",abbr
DSR.,abbr
Lovitură,RegDef
foarte,RegDef
puternică;,RegDef
bătaie,RegDef
cruntă.,RegDef
Rămas-au,quote
bieţii,quote
oameni,quote
numai,quote
cu,quote
"sufletul,",quote
"bătuţi,",quote
"struncinaţi,",quote
cât,quote
nu,quote
se,quote
poate...,quote
povesti,quote
caznele,quote
şi,quote
ucigăturile,quote
lor,quote
de,quote
tătari.,quote
"MUSTE,",bibl
CADE,abbr
-,form
Pl.:,form
ucigături.,hi
-,form
Ucig,hi
ucide,hi
-ătură.,hi
UCIGĂTÓR,orth
"adj.,",gramGrp
s.m.,gramGrp
și,gramGrp
"f.,",gramGrp
adj.,gramGrp
"adj.,",MorfDef
s.m.,MorfDef
și,MorfDef
f.,MorfDef
Adj.,MorfDef
Care,RegDef
ucide,RegDef
(1,hi
(1),hi
(3),hi
Totu,quote
ucigătoriu,quote
iaste,quote
omul,quote
acesta.,quote
COD.,bibl
VOR,bibl
2,hi
v,hi
Ce,quote
ei,quote
se,quote
arătară,quote
răi,quote
și,quote
hitleani,quote
și,quote
ucigători.,quote
"CORESI,",abbr
EV.,abbr
298,abbr
Cumplită,quote
iaste,quote
otrava,quote
și,quote
ucigătoare,quote
de,quote
oameni.,quote
"VARLAAM,",abbr
C.,abbr
172,abbr
S-au,quote
făcut,quote
tămăduitoriu...,quote
"și,",quote
când,quote
ucigătoarea,quote
moarte,quote
sterpiia,quote
maicele,quote
de,quote
"prunci...,",quote
maicele,quote
să-nvățasă,quote
a,quote
striga,quote
numele,quote
sv[â]nt[u]lui.,quote
r,hi
r,hi
"Scoate-mă,",quote
"stăpână,",quote
din,quote
mâna,quote
șarpelui,quote
celui,quote
ucigătoriu,quote
de,quote
oameni.,quote
v2,hi
v2,hi
Nu,quote
băgă,quote
în,quote
seamă...,quote
nici,quote
de,quote
turbarea,quote
vrăjmașilor,quote
carii,quote
îl,quote
năpăstuia,quote
că,quote
au,quote
fost,quote
ucigătoriu,quote
și,quote
fărmecătoriu.,quote
"MOLNAR,",citedRange
în,citedRange
RET.,citedRange
ROM.,citedRange
15,citedRange
DRLU,citedRange
Plângea,quote
împreună,quote
cu,quote
mine,quote
pentru,quote
jertfa,quote
săvârșită,quote
de,quote
însăși,quote
ucigătoarea,quote
sa,quote
mână.,quote
MOZAICUL,citedRange
"(1839),",citedRange
738/3,citedRange
ISER,citedRange
POLIZU,abbr
"PONTBRIANT,",abbr
D.,abbr
Orice,quote
a,quote
fost,quote
motivul,quote
care,quote
i-a,quote
dat,quote
în,quote
mână,quote
revolverul,quote
"ucizător,",quote
faptul,quote
s-a,quote
îndeplinit.,quote
F,bibl
"(1881),",bibl
301,bibl
Întinzându-și,quote
auritul,quote
"arc,",quote
azvârlă,quote
darde,quote
ucigătoare,quote
de,quote
se,quote
cutremură,quote
creștetul,quote
înalților,quote
munți.,quote
"ODOBESCU,",abbr
S.,abbr
"III,",abbr
53,abbr
Ucigătoarea,quote
ploaie,quote
de,quote
fier,quote
"acopere,",quote
învăluie,quote
de,quote
jur,quote
împrejur,quote
oastea.,quote
"VLAHUȚĂ,",abbr
ap.,abbr
CADE,abbr
Unde,quote
alergați,quote
"voi,",quote
unde?,quote
și,quote
cu,quote
mâni,quote
ucigătoare,quote
Spadele,quote
ascunse-n,quote
teacă,quote
pentru,quote
ce,quote
le-ați,quote
ridicat?,quote
"OLLĂNESCU,",abbr
H.,abbr
O.,abbr
363,abbr
BARCIANU,abbr
Înțepenești,quote
strașnic,quote
baioneta,quote
"strălucitoare,",quote
"ascuțită,",quote
ucigătoare.,quote
"SANDU-ALDEA,",abbr
D.,abbr
P.,abbr
61,abbr
"ALEXI,",abbr
W.,abbr
Îți,quote
va,quote
luci,quote
în,quote
mâini,quote
o,quote
armă,quote
ucigătoare.,quote
A.,abbr
"HOLBAN,",abbr
O.,abbr
"II,",abbr
213,abbr
Doctorul...,quote
găsi,quote
ocazia,quote
să,quote
facă,quote
interesante,quote
"experiențe,",quote
inoculându-i,quote
o,quote
serie,quote
de,quote
microbi,quote
ucigători.,quote
"BART,",abbr
E.,abbr
393,abbr
Să,quote
cadă,quote
peste,quote
acești,quote
oameni...,quote
un,quote
trăsnet,quote
ucigător.,quote
"BOGZA,",abbr
A.,abbr
Î.,abbr
278,abbr
Răul,quote
poate,quote
fi,quote
nu,quote
numai,quote
"ireparabil,",quote
ci,quote
să,quote
se,quote
desfășoare,quote
"crescendo,",quote
ca,quote
o,quote
avalanșă,quote
ucigătoare.,quote
"FLORIAN,",abbr
R.,abbr
"II,",abbr
20,abbr
Au,quote
dezlănțuit,quote
un,quote
foc,quote
ucigător,quote
de,quote
mitraliere,quote
și,quote
tunuri.,quote
V.,citedRange
ROM.,citedRange
octombrie,citedRange
"1964,",citedRange
50,citedRange
Alei!,quote
iazmă,quote
"călătoare,",quote
Boală,quote
rea,quote
ș-ucigătoare!,quote
"ALECSANDRI,",abbr
P.,abbr
P.,abbr
39,abbr
Fig.,usg
Tot,quote
păcatul,quote
ucigătoriu,quote
iaste,quote
și,quote
junghetoriu,quote
sufletului.,quote
"CORESI,",abbr
EV.,abbr
386,abbr
Așea,quote
și,quote
meșterșugul,quote
cel,quote
rău,quote
a,quote
Satanei,quote
iaste,quote
ucigătoriu,quote
de,quote
suflete,quote
omenești.,quote
"VARLAAM,",abbr
C.,abbr
172,abbr
Noul,quote
plan,quote
al,quote
"învățăturei,",quote
în,quote
alăturare,quote
cu,quote
sistemul,quote
"vechi,",quote
ucizătoriu,quote
de,quote
suflete...,quote
trebuie,quote
să,quote
placă,quote
foarte,quote
tuturor.,quote
1,hi
1,hi
Noi,quote
vom,quote
prigoni,quote
cât,quote
vom,quote
pute,quote
această,quote
manie,quote
ucigătoare,quote
a,quote
gustului,quote
original.,quote
"KOGĂLNICEANU,",abbr
O.,abbr
"I,",abbr
223,abbr
Era,quote
el,quote
ca,quote
citerna,quote
Saharei,quote
din,quote
care,quote
arșița,quote
ucigătoare,quote
a,quote
uscat,quote
apa,quote
(a.,bibl
1867).,bibl
RET.,citedRange
ROM.,citedRange
239,citedRange
Această,quote
din,quote
urmă,quote
tiranie,quote
a,quote
trecut,quote
la,quote
"noi,",quote
în,quote
perioada,quote
echilibrului,quote
și,quote
"ponderației,",quote
mai,quote
ucigătoare...,quote
decât,quote
tirania,quote
francă,quote
a,quote
vechiului,quote
despotism.,quote
"BOLINTINEANU,",abbr
O.,abbr
259,abbr
Fără,quote
"idee,",quote
forma,quote
e,quote
"ucigătoare,",quote
căci,quote
duce,quote
la,quote
moartea,quote
literelor,quote
(a.,bibl
1880).,bibl
PLR,citedRange
"I,",citedRange
338,citedRange
Căci,quote
în,quote
priviri,quote
citeam,quote
o,quote
vecinicie,quote
De-ucigătoare,quote
visuri,quote
de,quote
plăcere.,quote
"EMINESCU,",abbr
O.,abbr
"I,",abbr
200,abbr
Ce,quote
ochi!,quote
Ar,quote
fi,quote
ei,quote
oare,quote
mai,quote
"ucigători,",quote
Dac-ar,quote
avea,quote
copila,quote
veștmânt,quote
țesut,quote
cu,quote
flori?,quote
"COȘBUC,",abbr
S.,abbr
5,abbr
Arșița,quote
cădea,quote
ucigătoare,quote
Pe-a,quote
secerii,quote
sclipire.,quote
"GOGA,",abbr
"POEZII,",abbr
79,abbr
Privirea,quote
ei,quote
pierdută,quote
Avea,quote
ucigătoarea,quote
pară,quote
A,quote
visului,quote
zdrobit,quote
pe,quote
totdeauna.,quote
"PETICĂ,",abbr
O.,abbr
99,abbr
Așa,quote
de,quote
blând,quote
"părea,",quote
ca,quote
și,quote
când,quote
ar,quote
fl,quote
îndurat,quote
dureri,quote
ucigătoare.,quote
"AGÂRBICEANU,",abbr
O.,abbr
"I,",abbr
50,abbr
Amintirea,quote
ucigătoarei,quote
voastre,quote
inutilități...,quote
mă,quote
devoră,quote
uneori.,quote
C.,abbr
"PETRESCU,",abbr
S.,abbr
245,abbr
Simți...,quote
ațintiți,quote
asupra,quote
lui,quote
o,quote
pereche,quote
de,quote
ochi,quote
"reci,",quote
"metalici,",quote
ucigători.,quote
M.,abbr
"ELIADE,",abbr
D.,abbr
220,abbr
Privirile,quote
celor,quote
două,quote
femei,quote
se,quote
"încrucișară,",quote
ciocnindu-se,quote
într-o,quote
străfulgerare,quote
ucigătoare.,quote
"DAN,",abbr
U.,abbr
98,abbr
E,quote
drept,quote
că,quote
era,quote
o,quote
căldură,quote
ucigătoare.,quote
"BOGZA,",abbr
A.,abbr
Î.,abbr
551,abbr
"Eu,",quote
ca,quote
"femeie,",quote
simt,quote
că,quote
nu,quote
o,quote
ucigătoare,quote
dragoste,quote
vă,quote
ține,quote
lângă,quote
el.,quote
"VINEA,",abbr
L.,abbr
"II,",abbr
186,abbr
Am,quote
să-ți,quote
zdrobesc,quote
pieptul,quote
delicat,quote
Cu,quote
dragostea-mi,quote
ucigătoare.,quote
"BOTTA,",abbr
S.,abbr
"I,",abbr
247,abbr
Toate,quote
în,quote
jurul,quote
lui,quote
i,quote
se,quote
păreau,quote
de-o,quote
ucigătoare,quote
platitudine:,quote
"cancanurile,",quote
"lecțiile,",quote
colegii.,quote
T.,abbr
"POPOVICI,",abbr
S.,abbr
108,abbr
Nu,quote
poate,quote
anula,quote
chinurile,quote
și,quote
anxietățile,quote
ucigătoare,quote
ale,quote
unei,quote
singure,quote
creaturi,quote
umane.,quote
"FLORIAN,",abbr
R.,abbr
"II,",abbr
141,abbr
Se,quote
va,quote
întoarce,quote
la,quote
viața,quote
"monotonă,",quote
"exasperantă,",quote
ucigătoare,quote
de,quote
"iluzii,",quote
o,quote
viață,quote
fără,quote
stele,quote
și,quote
iubire.,quote
V.,citedRange
ROM.,citedRange
Un,quote
zbucium,quote
ucigător.,quote
ib.,bibl
august,bibl
"1970,",bibl
133,bibl
(Adverbial),usg
Las',quote
să,quote
mă,quote
uit,quote
în,quote
ochii-ți,quote
ucigător,quote
de,quote
dulci!,quote
"EMINESCU,",abbr
O.,abbr
"I,",abbr
97,abbr
Cine-o,quote
să-ți,quote
mai,quote
deie,quote
mâine,quote
vraja,quote
"clipei,",quote
Care,quote
trece,quote
Ucigător,quote
de,quote
rece.,quote
"COTRUȘ,",abbr
V.,abbr
187,abbr
Plimbările,quote
acelea,quote
mi-au,quote
rămas,quote
mai,quote
proaspete,quote
și,quote
ucigător,quote
de,quote
dulci,quote
în,quote
amintire.,quote
M.,abbr
"ELIADE,",abbr
M.,abbr
143,abbr
N-avea,quote
să-mi,quote
spună,quote
Nimic,quote
pământul?,quote
Tot,quote
pământu-acesta,quote
Neîndurător,quote
de,quote
larg,quote
și-ucigător,quote
de,quote
"mut,",quote
Nimic?,quote
"BLAGA,",abbr
"POEZII,",abbr
6,abbr
Sorrento,quote
e,quote
cu,quote
desăvârșire,quote
pustiu,quote
și,quote
ucigător,quote
de,quote
plicticos.,quote
V.,citedRange
ROM.,citedRange
aprilie,citedRange
"1970,",citedRange
10,citedRange
S.m.,MorfDef
și,MorfDef
f.,MorfDef
Ucigaș,RegDef
(,RegDef
1,hi
Neștinre,quote
de,quote
voi,quote
chinuiască,quote
ca,quote
ucigătorii,quote
sau,quote
ca,quote
furul.,quote
COD.,bibl
VOR,bibl
2,hi
r,hi
Tâlharii,quote
și,quote
ucigătorii,quote
și,quote
furii...,quote
și,quote
toți,quote
câți,quote
întru,quote
necurățiile,quote
aceastea,quote
"întină-se...,",quote
toți,quote
păstori,quote
de,quote
porci,quote
cheamă-se.,quote
"CORESI,",abbr
EV.,abbr
27,abbr
Împăratul,quote
"acela,",quote
mânie-se,quote
și,quote
tremease,quote
voinicii,quote
lui,quote
și,quote
pierdură,quote
ucigătorii,quote
aceia.,quote
id.,abbr
ib.,abbr
302,abbr
Cela,quote
ce,quote
va,quote
ucide,quote
pre,quote
cineva,quote
cu,quote
greșală,quote
și,quote
fără,quote
de,quote
voia,quote
"lui,",quote
să,quote
nu,quote
să,quote
cearte,quote
ca,quote
un,quote
ucigătoriu.,quote
PRAV.,citedRange
87,citedRange
Și,quote
pre,quote
ucigătoriul,quote
cel,quote
de,quote
oameni,quote
,quote
l-au,quote
fo[st],quote
ucigând,quote
cu,quote
piietri.,quote
"EUSTRATIE,",abbr
PRAV.,abbr
207/13,abbr
Stătu,quote
și-ncepu,quote
a,quote
striga,quote
tare...,quote
și,quote
pre,quote
ucisul,quote
și,quote
pre,quote
ucigătoriul.,quote
r,hi
r,hi
Și,quote
ucigătorii,quote
să,quote
obosâră.,quote
id.,abbr
ib.,abbr
v,hi
Pe,quote
acest,quote
Ghine,quote
îl,quote
avea,quote
Șărban,quote
Vodă,quote
ucigătoriu,quote
de,quote
boiari.,quote
R.,bibl
"POPESCU,",bibl
CM,citedRange
"I,",citedRange
461,citedRange
Oarecarii,quote
credincioși...,quote
le-au,quote
ascuns,quote
pentru,quote
frica,quote
ce,quote
era,quote
atuncea,quote
de,quote
ucigătoriu.,quote
r2,hi
r2,hi
Lui,quote
Caracalla,quote
tot,quote
întru,quote
acest,quote
an,quote
i-au,quote
urmat,quote
"Macrin,",quote
